issuedId,archetypeId,eventName,price,fromUser,toUser,date
170,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T14:59:18.017Z
32,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T14:59:02.333Z
470,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T14:56:43.108Z
1668,BT0_MysteryBox_Exclusive,burn,,jammin123,---,2023-10-15T13:14:25.658Z
1691,BT0_MysteryBox_Exclusive,burn,,wsyxxx,---,2023-10-15T11:18:58.512Z
596,BT0_MysteryBox_Exclusive,burn,,MerlinTheAlchemist,---,2023-10-15T10:38:58.114Z
616,BT0_MysteryBox_Exclusive,burn,,NaGu,---,2023-10-15T10:37:56.438Z
616,BT0_MysteryBox_Exclusive,sale,118.0,Rotmek,NaGu,2023-10-15T10:37:12.734Z
616,BT0_MysteryBox_Exclusive,sale,99.99,goda,Rotmek,2023-10-15T09:42:53.179Z
1701,BT0_MysteryBox_Exclusive,burn,,Soulbound,---,2023-10-15T08:57:22.098Z
1743,BT0_MysteryBox_Exclusive,sale,90.0,Adamu47,xxbyaguila2005xx,2023-10-15T08:28:48.979Z
1704,BT0_MysteryBox_Exclusive,burn,,liujiaer,---,2023-10-15T08:11:33.518Z
1704,BT0_MysteryBox_Exclusive,sale,79.0,Keats,liujiaer,2023-10-15T08:11:04.312Z
1715,BT0_MysteryBox_Exclusive,burn,,Matts90,---,2023-10-15T08:00:50.300Z
1696,BT0_MysteryBox_Exclusive,burn,,Matts90,---,2023-10-15T08:00:39.300Z
293,BT0_MysteryBox_Exclusive,burn,,Matts90,---,2023-10-15T08:00:26.964Z
1698,BT0_MysteryBox_Exclusive,burn,,Matts90,---,2023-10-15T08:00:15.713Z
1697,BT0_MysteryBox_Exclusive,burn,,Matts90,---,2023-10-15T08:00:00.832Z
1702,BT0_MysteryBox_Exclusive,burn,,Matts90,---,2023-10-15T07:59:50.070Z
1699,BT0_MysteryBox_Exclusive,burn,,Matts90,---,2023-10-15T07:59:36.838Z
1695,BT0_MysteryBox_Exclusive,burn,,Matts90,---,2023-10-15T07:59:24.482Z
1715,BT0_MysteryBox_Exclusive,sale,80.0,Tcb0004,Matts90,2023-10-15T07:58:22.052Z
1697,BT0_MysteryBox_Exclusive,sale,78.0,okkx,Matts90,2023-10-15T07:58:22.052Z
1695,BT0_MysteryBox_Exclusive,sale,78.0,okx,Matts90,2023-10-15T07:58:22.052Z
1699,BT0_MysteryBox_Exclusive,sale,78.0,vvvvvv,Matts90,2023-10-15T07:58:22.052Z
293,BT0_MysteryBox_Exclusive,sale,79.0,paul0889,Matts90,2023-10-15T07:58:22.052Z
1702,BT0_MysteryBox_Exclusive,sale,78.0,Raman,Matts90,2023-10-15T07:58:22.052Z
1696,BT0_MysteryBox_Exclusive,sale,78.0,yyyyy,Matts90,2023-10-15T07:58:22.052Z
1698,BT0_MysteryBox_Exclusive,sale,78.0,uuuuu,Matts90,2023-10-15T07:58:22.052Z
113,BT0_MysteryBox_Exclusive,burn,,axiefun,---,2023-10-15T07:13:34.473Z
113,BT0_MysteryBox_Exclusive,sale,79.0,goda,axiefun,2023-10-15T07:12:37.187Z
241,BT0_MysteryBox_Exclusive,burn,,W3rdx,---,2023-10-15T06:43:26.662Z
241,BT0_MysteryBox_Exclusive,sale,68.0,lucygogogo,W3rdx,2023-10-15T06:43:03.754Z
1327,BT0_MysteryBox_Exclusive,burn,,bitvm,---,2023-10-15T06:19:22.708Z
621,BT0_MysteryBox_Exclusive,burn,,bitvm,---,2023-10-15T06:18:35.576Z
1327,BT0_MysteryBox_Exclusive,sale,79.0,John2999,bitvm,2023-10-15T06:18:06.250Z
621,BT0_MysteryBox_Exclusive,sale,79.0,goda,bitvm,2023-10-15T06:18:06.250Z
1744,BT0_MysteryBox_Exclusive,burn,,bitvm,---,2023-10-15T06:16:10.492Z
639,BT0_MysteryBox_Exclusive,burn,,laotou,---,2023-10-15T05:56:02.483Z
639,BT0_MysteryBox_Exclusive,sale,79.0,goda,laotou,2023-10-15T05:54:47.913Z
1700,BT0_MysteryBox_Exclusive,burn,,MerlinTheAlchemist,---,2023-10-15T04:52:49.577Z
1658,BT0_MysteryBox_Exclusive,burn,,sen123lan,---,2023-10-15T04:39:17.745Z
1043,BT0_MysteryBox_Exclusive,burn,,MerlinTheAlchemist,---,2023-10-15T04:13:41.370Z
1708,BT0_MysteryBox_Exclusive,burn,,MerlinTheAlchemist,---,2023-10-15T04:09:11.079Z
